2071.98	-222.512	0	0	0	-0.62134	0.783541
2071.98	-222.512	0	0	0	-0.621383	0.783507
2071.98	-222.512	0	0	0	-0.621422	0.783476
2071.98	-222.512	0	0	0	-0.621459	0.783447
2071.98	-222.512	0	0	0	-0.621483	0.783428
2071.98	-222.512	0	0	0	-0.62153	0.78339
2071.98	-222.511	0	0	0	-0.621538	0.783384
2071.98	-222.511	0	0	0	-0.621599	0.783336
2071.98	-222.511	0	0	0	-0.621587	0.783345
2071.98	-222.511	0	0	0	-0.621596	0.783338
2071.98	-222.511	0	0	0	-0.621635	0.783307
2071.98	-222.511	0	0	0	-0.621673	0.783277
2071.98	-222.511	0	0	0	-0.621708	0.783249
2071.98	-222.51	0	0	0	-0.621712	0.783246
2071.98	-222.51	0	0	0	-0.621718	0.783241
2071.98	-222.511	0	0	0	-0.621735	0.783228
2071.98	-222.511	0	0	0	-0.621758	0.783209
2071.98	-222.511	0	0	0	-0.62177	0.7832
2071.98	-222.511	0	0	0	-0.621781	0.783191
2071.98	-222.511	0	0	0	-0.621801	0.783176
2071.98	-222.511	0	0	0	-0.6218	0.783176
2071.98	-222.511	0	0	0	-0.62181	0.783168
2071.98	-222.51	0	0	0	-0.621821	0.783159
2071.99	-222.51	0	0	0	-0.621824	0.783157
2071.99	-222.51	0	0	0	-0.621828	0.783154
2071.99	-222.511	0	0	0	-0.621805	0.783172
2071.99	-222.51	0	0	0	-0.621824	0.783157
2071.99	-222.51	0	0	0	-0.621834	0.783149
2071.99	-222.51	0	0	0	-0.621842	0.783143
2071.99	-222.511	0	0	0	-0.621844	0.783141
2071.99	-222.511	0	0	0	-0.621845	0.783141
2071.99	-222.511	0	0	0	-0.621817	0.783163
2071.99	-222.511	0	0	0	-0.621812	0.783167
2071.99	-222.512	0	0	0	-0.621784	0.783189
2071.99	-222.513	0	0	0	-0.62176	0.783208
2071.99	-222.515	0	0	0	-0.621744	0.783221
2071.99	-222.518	0	0	0	-0.621776	0.783195
2071.99	-222.523	0	0	0	-0.621768	0.783202
2071.99	-222.53	0	0	0	-0.621723	0.783237
2072	-222.538	0	0	0	-0.621717	0.783242
2072	-222.548	0	0	0	-0.621757	0.78321
2072	-222.561	0	0	0	-0.621717	0.783242
2072	-222.572	0	0	0	-0.6217	0.783255
2072.01	-222.587	0	0	0	-0.621638	0.783305
2072.01	-222.602	0	0	0	-0.621567	0.783361
2072.02	-222.624	0	0	0	-0.62146	0.783446
2072.02	-222.649	0	0	0	-0.621258	0.783606
2072.03	-222.673	0	0	0	-0.620996	0.783814
2072.03	-222.699	0	0	0	-0.620755	0.784005
2072.04	-222.724	0	0	0	-0.620559	0.78416
2072.05	-222.754	0	0	0	-0.620297	0.784367
2072.05	-222.787	0	0	0	-0.61997	0.784625
2072.06	-222.821	0	0	0	-0.619617	0.784904
2072.07	-222.862	0	0	0	-0.619236	0.785205
2072.08	-222.901	0	0	0	-0.618868	0.785495
2072.09	-222.937	0	0	0	-0.618504	0.785782
2072.1	-222.98	0	0	0	-0.618013	0.786168
2072.11	-223.018	0	0	0	-0.617758	0.786368
2072.13	-223.077	0	0	0	-0.617262	0.786757
2072.14	-223.12	0	0	0	-0.616935	0.787014
2072.15	-223.177	0	0	0	-0.616377	0.787451
2072.16	-223.228	0	0	0	-0.616045	0.787711
2072.17	-223.274	0	0	0	-0.615686	0.787992
2072.19	-223.335	0	0	0	-0.61521	0.788364
2072.2	-223.385	0	0	0	-0.614884	0.788618
2072.21	-223.45	0	0	0	-0.614574	0.788859
2072.23	-223.511	0	0	0	-0.614423	0.788977
2072.24	-223.566	0	0	0	-0.614241	0.789119
2072.26	-223.637	0	0	0	-0.613904	0.789381
2072.27	-223.687	0	0	0	-0.613783	0.789475
2072.29	-223.763	0	0	0	-0.613651	0.789577
2072.3	-223.832	0	0	0	-0.61365	0.789578
2072.32	-223.902	0	0	0	-0.613453	0.789731
2072.34	-223.974	0	0	0	-0.613149	0.789967
2072.35	-224.049	0	0	0	-0.613008	0.790076
2072.37	-224.126	0	0	0	-0.612886	0.790171
2072.39	-224.203	0	0	0	-0.612792	0.790244
2072.41	-224.283	0	0	0	-0.612732	0.790291
2072.43	-224.364	0	0	0	-0.612642	0.79036
2072.45	-224.447	0	0	0	-0.612547	0.790434
2072.46	-224.522	0	0	0	-0.612492	0.790477
