2071.98	-222.512	0	0	0	-0.621387	0.783504
2071.98	-222.512	0	0	0	-0.621415	0.783482
2071.98	-222.512	0	0	0	-0.621454	0.783451
2071.98	-222.512	0	0	0	-0.621456	0.783449
2071.98	-222.512	0	0	0	-0.621502	0.783412
2071.98	-222.511	0	0	0	-0.621555	0.78337
2071.98	-222.511	0	0	0	-0.621576	0.783354
2071.98	-222.511	0	0	0	-0.62159	0.783343
2071.98	-222.511	0	0	0	-0.62161	0.783327
2071.98	-222.511	0	0	0	-0.621646	0.783298
2071.98	-222.511	0	0	0	-0.621643	0.7833
2071.98	-222.511	0	0	0	-0.621674	0.783276
2071.98	-222.51	0	0	0	-0.621711	0.783246
2071.98	-222.51	0	0	0	-0.621718	0.783241
2071.98	-222.51	0	0	0	-0.621744	0.78322
2071.98	-222.511	0	0	0	-0.621758	0.783209
2071.98	-222.511	0	0	0	-0.62177	0.7832
2071.98	-222.511	0	0	0	-0.621761	0.783207
2071.98	-222.511	0	0	0	-0.62178	0.783192
2071.98	-222.511	0	0	0	-0.621804	0.783173
2071.98	-222.511	0	0	0	-0.62181	0.783168
2071.98	-222.511	0	0	0	-0.621809	0.783169
2071.99	-222.51	0	0	0	-0.621806	0.783171
2071.99	-222.51	0	0	0	-0.621793	0.783182
2071.99	-222.511	0	0	0	-0.621815	0.783164
2071.99	-222.51	0	0	0	-0.621827	0.783155
2071.99	-222.51	0	0	0	-0.621846	0.78314
2071.99	-222.51	0	0	0	-0.62181	0.783168
2071.99	-222.511	0	0	0	-0.621832	0.783151
2071.99	-222.511	0	0	0	-0.621843	0.783142
2071.99	-222.511	0	0	0	-0.621843	0.783142
2071.99	-222.511	0	0	0	-0.621834	0.783149
2071.99	-222.512	0	0	0	-0.621818	0.783162
2071.99	-222.512	0	0	0	-0.621792	0.783182
2071.99	-222.514	0	0	0	-0.62176	0.783208
2071.99	-222.516	0	0	0	-0.621771	0.783199
2071.99	-222.522	0	0	0	-0.621745	0.78322
2071.99	-222.527	0	0	0	-0.621753	0.783214
2071.99	-222.535	0	0	0	-0.621703	0.783253
2072	-222.545	0	0	0	-0.621718	0.783241
2072	-222.555	0	0	0	-0.621709	0.783248
2072	-222.567	0	0	0	-0.621673	0.783277
2072.01	-222.58	0	0	0	-0.62168	0.783271
2072.01	-222.598	0	0	0	-0.621576	0.783354
2072.01	-222.616	0	0	0	-0.621511	0.783406
2072.02	-222.637	0	0	0	-0.621321	0.783556
2072.03	-222.667	0	0	0	-0.621023	0.783792
2072.03	-222.686	0	0	0	-0.620838	0.783939
2072.04	-222.72	0	0	0	-0.620559	0.78416
2072.05	-222.75	0	0	0	-0.620297	0.784367
2072.05	-222.782	0	0	0	-0.61997	0.784625
2072.06	-222.808	0	0	0	-0.619691	0.784846
2072.07	-222.853	0	0	0	-0.619262	0.785184
2072.08	-222.891	0	0	0	-0.618916	0.785457
2072.09	-222.921	0	0	0	-0.618649	0.785668
2072.1	-222.974	0	0	0	-0.618124	0.786081
2072.11	-223.007	0	0	0	-0.617837	0.786307
2072.12	-223.052	0	0	0	-0.617438	0.78662
2072.13	-223.114	0	0	0	-0.616935	0.787014
2072.14	-223.151	0	0	0	-0.616656	0.787233
2072.16	-223.202	0	0	0	-0.616172	0.787612
2072.17	-223.267	0	0	0	-0.615735	0.787953
2072.18	-223.307	0	0	0	-0.615404	0.788212
2072.19	-223.364	0	0	0	-0.614971	0.78855
2072.21	-223.421	0	0	0	-0.614671	0.788783
2072.22	-223.481	0	0	0	-0.614489	0.788925
2072.24	-223.542	0	0	0	-0.614284	0.789085
2072.25	-223.605	0	0	0	-0.614011	0.789297
2072.27	-223.687	0	0	0	-0.613784	0.789474
2072.29	-223.754	0	0	0	-0.613656	0.789574
2072.3	-223.814	0	0	0	-0.613628	0.789595
2072.31	-223.875	0	0	0	-0.613516	0.789682
2072.33	-223.956	0	0	0	-0.613229	0.789905
2072.35	-224.021	0	0	0	-0.61303	0.790059
2072.37	-224.097	0	0	0	-0.612903	0.790158
2072.38	-224.174	0	0	0	-0.612827	0.790217
